sep=,
time,Centar
2016-09-1 00:00:00,41.6294
2016-09-2 00:00:00,45.7846
2016-09-3 00:00:00,33.1601
2016-09-4 00:00:00,42.5043
2016-09-5 00:00:00,48.7381
2016-09-6 00:00:00,16.5619
2016-09-7 00:00:00,31.4573
2016-09-8 00:00:00,60.4568
2016-09-9 00:00:00,
2016-09-10 00:00:00,62.4395
2016-09-11 00:00:00,
2016-09-12 00:00:00,
2016-09-13 00:00:00,56.8098
2016-09-14 00:00:00,56.536
2016-09-15 00:00:00,60.2847
2016-09-16 00:00:00,63.947
2016-09-17 00:00:00,64.2474
2016-09-18 00:00:00,41.9042
2016-09-19 00:00:00,34.3274
2016-09-20 00:00:00,31.2461
2016-09-21 00:00:00,29.4618
2016-09-22 00:00:00,25.2874
2016-09-23 00:00:00,36.5801
2016-09-24 00:00:00,
2016-09-25 00:00:00,
2016-09-26 00:00:00,
2016-09-27 00:00:00,44.252
2016-09-28 00:00:00,43.6383
2016-09-29 00:00:00,61.9803
2016-09-30 00:00:00,57.7388
