sep=,
time,Centar
2019-03-1 00:00:00,
2019-03-2 00:00:00,
2019-03-3 00:00:00,
2019-03-4 00:00:00,
2019-03-5 00:00:00,58.3769
2019-03-6 00:00:00,
2019-03-7 00:00:00,63.3676
2019-03-8 00:00:00,66.0256
2019-03-9 00:00:00,52.412
2019-03-10 00:00:00,36.7172
2019-03-11 00:00:00,36.6266
2019-03-12 00:00:00,22.9645
2019-03-13 00:00:00,33.8058
2019-03-14 00:00:00,43.0693
2019-03-15 00:00:00,42.2331
2019-03-16 00:00:00,62.5663
2019-03-17 00:00:00,59.5566
2019-03-18 00:00:00,39.6034
2019-03-19 00:00:00,
2019-03-20 00:00:00,37.1173
2019-03-21 00:00:00,37.8602
2019-03-22 00:00:00,39.5753
2019-03-23 00:00:00,36.6906
2019-03-24 00:00:00,33.8943
2019-03-25 00:00:00,52.2313
2019-03-26 00:00:00,46.9788
2019-03-27 00:00:00,29.7368
2019-03-28 00:00:00,34.4343
2019-03-29 00:00:00,41.7272
2019-03-30 00:00:00,39.8824
2019-03-31 00:00:00,41.1029
