sep=,
time,Centar
2018-12-1 00:00:00,142.931
2018-12-2 00:00:00,137.069
2018-12-3 00:00:00,161.72
2018-12-4 00:00:00,248.049
2018-12-5 00:00:00,20.655
2018-12-6 00:00:00,53.7091
2018-12-7 00:00:00,121.38
2018-12-8 00:00:00,186.949
2018-12-9 00:00:00,140.416
2018-12-10 00:00:00,45.9344
2018-12-11 00:00:00,30.4052
2018-12-12 00:00:00,101.033
2018-12-13 00:00:00,146.177
2018-12-14 00:00:00,104.482
2018-12-15 00:00:00,80.0952
2018-12-16 00:00:00,23.5534
2018-12-17 00:00:00,58.6027
2018-12-18 00:00:00,32.881
2018-12-19 00:00:00,44.3177
2018-12-20 00:00:00,98.2283
2018-12-21 00:00:00,134.207
2018-12-22 00:00:00,176.566
2018-12-23 00:00:00,162.302
2018-12-24 00:00:00,161.118
2018-12-25 00:00:00,10.2386
2018-12-26 00:00:00,46.2993
2018-12-27 00:00:00,86.4609
2018-12-28 00:00:00,157.639
2018-12-29 00:00:00,109.04
2018-12-30 00:00:00,110.423
2018-12-31 00:00:00,102.128
