sep=,
time,Centar
2019-11-1 00:00:00,33.713
2019-11-2 00:00:00,29.9649
2019-11-3 00:00:00,39.2825
2019-11-4 00:00:00,30.0154
2019-11-5 00:00:00,36.3644
2019-11-6 00:00:00,38.3671
2019-11-7 00:00:00,35.892
2019-11-8 00:00:00,28.1851
2019-11-9 00:00:00,39.6235
2019-11-10 00:00:00,31.6107
2019-11-11 00:00:00,43.7941
2019-11-12 00:00:00,54.8621
2019-11-13 00:00:00,33.5369
2019-11-14 00:00:00,51.5723
2019-11-15 00:00:00,57.7269
2019-11-16 00:00:00,59.3522
2019-11-17 00:00:00,75.7351
2019-11-18 00:00:00,54.9302
2019-11-19 00:00:00,52.2667
2019-11-20 00:00:00,49.6557
2019-11-21 00:00:00,56.204
2019-11-22 00:00:00,46.6685
2019-11-23 00:00:00,45.1729
2019-11-24 00:00:00,56.5879
2019-11-25 00:00:00,42.4661
2019-11-26 00:00:00,27.7491
2019-11-27 00:00:00,61.5042
2019-11-28 00:00:00,66.941
2019-11-29 00:00:00,47.4257
2019-11-30 00:00:00,26.7176
