sep=,
time,Centar
2017-04-1 00:00:00,44.0887
2017-04-2 00:00:00,38.7252
2017-04-3 00:00:00,37.9052
2017-04-4 00:00:00,35.1252
2017-04-5 00:00:00,29.8242
2017-04-6 00:00:00,29.0533
2017-04-7 00:00:00,18.8536
2017-04-8 00:00:00,22.8767
2017-04-9 00:00:00,28.7383
2017-04-10 00:00:00,38.2479
2017-04-11 00:00:00,36.3913
2017-04-12 00:00:00,31.6327
2017-04-13 00:00:00,38.0296
2017-04-14 00:00:00,34.0867
2017-04-15 00:00:00,28.5658
2017-04-16 00:00:00,25.1439
2017-04-17 00:00:00,12.6983
2017-04-18 00:00:00,22.0812
2017-04-19 00:00:00,18.4344
2017-04-20 00:00:00,12.8665
2017-04-21 00:00:00,17.0954
2017-04-22 00:00:00,32.6811
2017-04-23 00:00:00,23.2471
2017-04-24 00:00:00,27.4245
2017-04-25 00:00:00,36.4568
2017-04-26 00:00:00,33.4239
2017-04-27 00:00:00,41.9753
2017-04-28 00:00:00,74.6643
2017-04-29 00:00:00,63.7887
2017-04-30 00:00:00,
