sep=,
time,Centar
2017-03-1 00:00:00,59.3172
2017-03-2 00:00:00,37.6677
2017-03-3 00:00:00,64.4955
2017-03-4 00:00:00,52.6945
2017-03-5 00:00:00,55.2798
2017-03-6 00:00:00,48.7135
2017-03-7 00:00:00,34.5762
2017-03-8 00:00:00,36.7105
2017-03-9 00:00:00,36.7073
2017-03-10 00:00:00,30.9841
2017-03-11 00:00:00,22.178
2017-03-12 00:00:00,29.1067
2017-03-13 00:00:00,26.0532
2017-03-14 00:00:00,36.5961
2017-03-15 00:00:00,45.3145
2017-03-16 00:00:00,50.3722
2017-03-17 00:00:00,46.1915
2017-03-18 00:00:00,52.5215
2017-03-19 00:00:00,39.0631
2017-03-20 00:00:00,47.1699
2017-03-21 00:00:00,55.6482
2017-03-22 00:00:00,
2017-03-23 00:00:00,54.2462
2017-03-24 00:00:00,57.8934
2017-03-25 00:00:00,64.8932
2017-03-26 00:00:00,46.4304
2017-03-27 00:00:00,26.2835
2017-03-28 00:00:00,41.7873
2017-03-29 00:00:00,51.2292
2017-03-30 00:00:00,39.1929
2017-03-31 00:00:00,30.9513
