sep=,
time,Centar
2015-08-1 00:00:00,26.8886
2015-08-2 00:00:00,39.9447
2015-08-3 00:00:00,30.995
2015-08-4 00:00:00,38.479
2015-08-5 00:00:00,39.1954
2015-08-6 00:00:00,43.8135
2015-08-7 00:00:00,45.0654
2015-08-8 00:00:00,43.3358
2015-08-9 00:00:00,26.5927
2015-08-10 00:00:00,42.3733
2015-08-11 00:00:00,50.1964
2015-08-12 00:00:00,54.6656
2015-08-13 00:00:00,42.4268
2015-08-14 00:00:00,45.8264
2015-08-15 00:00:00,38.3152
2015-08-16 00:00:00,47.7849
2015-08-17 00:00:00,20.3693
2015-08-18 00:00:00,20.5501
2015-08-19 00:00:00,25.3213
2015-08-20 00:00:00,24.8574
2015-08-21 00:00:00,17.9474
2015-08-22 00:00:00,17.9333
2015-08-23 00:00:00,18.6816
2015-08-24 00:00:00,25.9198
2015-08-25 00:00:00,37.5778
2015-08-26 00:00:00,41.2234
2015-08-27 00:00:00,39.7455
2015-08-28 00:00:00,34.7814
2015-08-29 00:00:00,34.3797
2015-08-30 00:00:00,36.8718
2015-08-31 00:00:00,57.5465
