sep=,
time,Centar
2015-07-1 00:00:00,37.1196
2015-07-2 00:00:00,32.8198
2015-07-3 00:00:00,36.6973
2015-07-4 00:00:00,25.6898
2015-07-5 00:00:00,29.656
2015-07-6 00:00:00,46.4521
2015-07-7 00:00:00,36.7689
2015-07-8 00:00:00,43.9706
2015-07-9 00:00:00,48.296
2015-07-10 00:00:00,24.0202
2015-07-11 00:00:00,21.5368
2015-07-12 00:00:00,31.9787
2015-07-13 00:00:00,39.8959
2015-07-14 00:00:00,28.9046
2015-07-15 00:00:00,28.344
2015-07-16 00:00:00,32.9353
2015-07-17 00:00:00,31.916
2015-07-18 00:00:00,34.6111
2015-07-19 00:00:00,31.0944
2015-07-20 00:00:00,48.8806
2015-07-21 00:00:00,28.1041
2015-07-22 00:00:00,32.7964
2015-07-23 00:00:00,31.6369
2015-07-24 00:00:00,31.049
2015-07-25 00:00:00,
2015-07-26 00:00:00,
2015-07-27 00:00:00,
2015-07-28 00:00:00,40.2747
2015-07-29 00:00:00,45.2322
2015-07-30 00:00:00,37.7792
2015-07-31 00:00:00,32.3904
