sep=,
time,Centar
2015-05-1 00:00:00,20.2751
2015-05-2 00:00:00,33.0797
2015-05-3 00:00:00,28.6626
2015-05-4 00:00:00,33.8331
2015-05-5 00:00:00,38.2977
2015-05-6 00:00:00,47.5853
2015-05-7 00:00:00,48.7867
2015-05-8 00:00:00,29.7621
2015-05-9 00:00:00,34.7483
2015-05-10 00:00:00,31.1459
2015-05-11 00:00:00,20.2649
2015-05-12 00:00:00,
2015-05-13 00:00:00,44.6177
2015-05-14 00:00:00,41.6937
2015-05-15 00:00:00,47.0815
2015-05-16 00:00:00,48.0013
2015-05-17 00:00:00,45.4851
2015-05-18 00:00:00,36.3398
2015-05-19 00:00:00,46.4767
2015-05-20 00:00:00,49.7574
2015-05-21 00:00:00,55.1441
2015-05-22 00:00:00,56.9948
2015-05-23 00:00:00,28.9349
2015-05-24 00:00:00,26.9179
2015-05-25 00:00:00,17.5706
2015-05-26 00:00:00,19.7527
2015-05-27 00:00:00,23.7597
2015-05-28 00:00:00,23.914
2015-05-29 00:00:00,24.4009
2015-05-30 00:00:00,38.6366
2015-05-31 00:00:00,29.4507
