sep=,
time,Centar
2015-12-1 00:00:00,244.893
2015-12-2 00:00:00,274.616
2015-12-3 00:00:00,140.833
2015-12-4 00:00:00,141.8
2015-12-5 00:00:00,133.46
2015-12-6 00:00:00,140.386
2015-12-7 00:00:00,206.144
2015-12-8 00:00:00,202.563
2015-12-9 00:00:00,106.63
2015-12-10 00:00:00,58.3101
2015-12-11 00:00:00,39.0392
2015-12-12 00:00:00,90.2941
2015-12-13 00:00:00,178.228
2015-12-14 00:00:00,282.867
2015-12-15 00:00:00,254.458
2015-12-16 00:00:00,191.869
2015-12-17 00:00:00,71.5016
2015-12-18 00:00:00,141.637
2015-12-19 00:00:00,250.228
2015-12-20 00:00:00,230.172
2015-12-21 00:00:00,187.189
2015-12-22 00:00:00,283.232
2015-12-23 00:00:00,258.31
2015-12-24 00:00:00,297.456
2015-12-25 00:00:00,326.519
2015-12-26 00:00:00,189.238
2015-12-27 00:00:00,234.391
2015-12-28 00:00:00,305.253
2015-12-29 00:00:00,318.471
2015-12-30 00:00:00,70.453
2015-12-31 00:00:00,36.446
