sep=,
time,Centar
2015-06-1 00:00:00,39.7155
2015-06-2 00:00:00,31.5782
2015-06-3 00:00:00,30.8361
2015-06-4 00:00:00,42.632
2015-06-5 00:00:00,29.1802
2015-06-6 00:00:00,26.2139
2015-06-7 00:00:00,24.2053
2015-06-8 00:00:00,29.5367
2015-06-9 00:00:00,25.6005
2015-06-10 00:00:00,44.0059
2015-06-11 00:00:00,36.922
2015-06-12 00:00:00,33.6775
2015-06-13 00:00:00,38.1803
2015-06-14 00:00:00,
2015-06-15 00:00:00,
2015-06-16 00:00:00,37.5212
2015-06-17 00:00:00,26.1073
2015-06-18 00:00:00,23.0933
2015-06-19 00:00:00,
2015-06-20 00:00:00,28.4518
2015-06-21 00:00:00,14.1461
2015-06-22 00:00:00,16.4498
2015-06-23 00:00:00,34.22
2015-06-24 00:00:00,42.2924
2015-06-25 00:00:00,10.6921
2015-06-26 00:00:00,23.7527
2015-06-27 00:00:00,20.7396
2015-06-28 00:00:00,32.3492
2015-06-29 00:00:00,26.1421
2015-06-30 00:00:00,15.9411
