sep=,
time,Centar
2017-09-1 00:00:00,42.1489
2017-09-2 00:00:00,51.1448
2017-09-3 00:00:00,33.2306
2017-09-4 00:00:00,20.9576
2017-09-5 00:00:00,25.731
2017-09-6 00:00:00,29.1806
2017-09-7 00:00:00,36.5037
2017-09-8 00:00:00,37.2119
2017-09-9 00:00:00,37.6669
2017-09-10 00:00:00,32.3646
2017-09-11 00:00:00,37.3665
2017-09-12 00:00:00,25.3489
2017-09-13 00:00:00,25.2183
2017-09-14 00:00:00,30.6738
2017-09-15 00:00:00,30.8662
2017-09-16 00:00:00,36.3962
2017-09-17 00:00:00,45.5469
2017-09-18 00:00:00,46.6237
2017-09-19 00:00:00,32.4784
2017-09-20 00:00:00,27.951
2017-09-21 00:00:00,19.2577
2017-09-22 00:00:00,21.7985
2017-09-23 00:00:00,27.7489
2017-09-24 00:00:00,32.2562
2017-09-25 00:00:00,24.2097
2017-09-26 00:00:00,29.9146
2017-09-27 00:00:00,22.3943
2017-09-28 00:00:00,28.8788
2017-09-29 00:00:00,28.235
2017-09-30 00:00:00,29.1224
