sep=,
time,Centar
2020-02-1 00:00:00,105.633
2020-02-2 00:00:00,96.9426
2020-02-3 00:00:00,89.2781
2020-02-4 00:00:00,61.168
2020-02-5 00:00:00,6.5776
2020-02-6 00:00:00,14.2137
2020-02-7 00:00:00,24.6905
2020-02-8 00:00:00,40.4807
2020-02-9 00:00:00,79.5974
2020-02-10 00:00:00,112.873
2020-02-11 00:00:00,103.539
2020-02-12 00:00:00,32.2142
2020-02-13 00:00:00,52.7556
2020-02-14 00:00:00,72.1617
2020-02-15 00:00:00,24.9868
2020-02-16 00:00:00,60.8053
2020-02-17 00:00:00,74.5721
2020-02-18 00:00:00,60.4092
2020-02-19 00:00:00,32.9446
2020-02-20 00:00:00,19.7527
2020-02-21 00:00:00,20.9587
2020-02-22 00:00:00,31.974
2020-02-23 00:00:00,69.7209
2020-02-24 00:00:00,64.5051
2020-02-25 00:00:00,50.3157
2020-02-26 00:00:00,46.5847
2020-02-27 00:00:00,21.8519
2020-02-28 00:00:00,26.1332
2020-02-29 00:00:00,30.2219
