sep=,
time,Centar
2019-07-1 00:00:00,
2019-07-2 00:00:00,
2019-07-3 00:00:00,
2019-07-4 00:00:00,
2019-07-5 00:00:00,
2019-07-6 00:00:00,
2019-07-7 00:00:00,
2019-07-8 00:00:00,
2019-07-9 00:00:00,
2019-07-10 00:00:00,16.108
2019-07-11 00:00:00,14.2861
2019-07-12 00:00:00,31.7176
2019-07-13 00:00:00,26.6772
2019-07-14 00:00:00,17.42
2019-07-15 00:00:00,23.8817
2019-07-16 00:00:00,17.1532
2019-07-17 00:00:00,19.6515
2019-07-18 00:00:00,34.2849
2019-07-19 00:00:00,36.3577
2019-07-20 00:00:00,33.1201
2019-07-21 00:00:00,32.6489
2019-07-22 00:00:00,42.2355
2019-07-23 00:00:00,22.3141
2019-07-24 00:00:00,24.1612
2019-07-25 00:00:00,25.9308
2019-07-26 00:00:00,35.2361
2019-07-27 00:00:00,35.6785
2019-07-28 00:00:00,30.0289
2019-07-29 00:00:00,27.0262
2019-07-30 00:00:00,24.7647
2019-07-31 00:00:00,36.3373
