sep=,
time,Centar
2016-12-1 00:00:00,104.189
2016-12-2 00:00:00,120.419
2016-12-3 00:00:00,61.3458
2016-12-4 00:00:00,135.06
2016-12-5 00:00:00,150.908
2016-12-6 00:00:00,171.104
2016-12-7 00:00:00,154.274
2016-12-8 00:00:00,150.729
2016-12-9 00:00:00,239.555
2016-12-10 00:00:00,285.159
2016-12-11 00:00:00,253.833
2016-12-12 00:00:00,186.908
2016-12-13 00:00:00,38.8008
2016-12-14 00:00:00,108.884
2016-12-15 00:00:00,145.119
2016-12-16 00:00:00,56.9309
2016-12-17 00:00:00,88.9933
2016-12-18 00:00:00,213.06
2016-12-19 00:00:00,253.239
2016-12-20 00:00:00,288.123
2016-12-21 00:00:00,151.058
2016-12-22 00:00:00,191.473
2016-12-23 00:00:00,112.629
2016-12-24 00:00:00,175.548
2016-12-25 00:00:00,212.916
2016-12-26 00:00:00,140.291
2016-12-27 00:00:00,62.2969
2016-12-28 00:00:00,23.1704
2016-12-29 00:00:00,20.0578
2016-12-30 00:00:00,19.4249
2016-12-31 00:00:00,
