sep=,
time,Centar
2019-02-1 00:00:00,100.339
2019-02-2 00:00:00,106.778
2019-02-3 00:00:00,67.2949
2019-02-4 00:00:00,49.0979
2019-02-5 00:00:00,33.7757
2019-02-6 00:00:00,16.9799
2019-02-7 00:00:00,34.5431
2019-02-8 00:00:00,70.4691
2019-02-9 00:00:00,72.5596
2019-02-10 00:00:00,105.969
2019-02-11 00:00:00,83.7644
2019-02-12 00:00:00,9.9826
2019-02-13 00:00:00,18.9688
2019-02-14 00:00:00,36.5082
2019-02-15 00:00:00,24.4046
2019-02-16 00:00:00,44.9083
2019-02-17 00:00:00,78.7134
2019-02-18 00:00:00,116.691
2019-02-19 00:00:00,102.588
2019-02-20 00:00:00,92.405
2019-02-21 00:00:00,76.1364
2019-02-22 00:00:00,68.1454
2019-02-23 00:00:00,15.5446
2019-02-24 00:00:00,20.7632
2019-02-25 00:00:00,36.8345
2019-02-26 00:00:00,50.1437
2019-02-27 00:00:00,30.0032
2019-02-28 00:00:00,49.2023
