sep=,
time,Centar
2019-10-1 00:00:00,49.5925
2019-10-2 00:00:00,55.1268
2019-10-3 00:00:00,38.0644
2019-10-4 00:00:00,16.3081
2019-10-5 00:00:00,25.8987
2019-10-6 00:00:00,24.8123
2019-10-7 00:00:00,19.1168
2019-10-8 00:00:00,27.9068
2019-10-9 00:00:00,40.5371
2019-10-10 00:00:00,44.9511
2019-10-11 00:00:00,27.559
2019-10-12 00:00:00,39.2148
2019-10-13 00:00:00,46.1193
2019-10-14 00:00:00,49.5875
2019-10-15 00:00:00,48.9688
2019-10-16 00:00:00,54.9688
2019-10-17 00:00:00,61.0333
2019-10-18 00:00:00,60.8079
2019-10-19 00:00:00,60.3843
2019-10-20 00:00:00,55.9211
2019-10-21 00:00:00,55.7593
2019-10-22 00:00:00,61.7373
2019-10-23 00:00:00,49.121
2019-10-24 00:00:00,
2019-10-25 00:00:00,65.7063
2019-10-26 00:00:00,79.1788
2019-10-27 00:00:00,81.5469
2019-10-28 00:00:00,86.1171
2019-10-29 00:00:00,101.565
2019-10-30 00:00:00,124.222
2019-10-31 00:00:00,34.6859
