sep=,
time,Centar
2016-02-1 00:00:00,163.298
2016-02-2 00:00:00,133.001
2016-02-3 00:00:00,106.501
2016-02-4 00:00:00,62.7332
2016-02-5 00:00:00,15.7565
2016-02-6 00:00:00,51.6525
2016-02-7 00:00:00,83.2393
2016-02-8 00:00:00,101.889
2016-02-9 00:00:00,121.302
2016-02-10 00:00:00,64.1465
2016-02-11 00:00:00,25.7225
2016-02-12 00:00:00,47.6679
2016-02-13 00:00:00,62.1356
2016-02-14 00:00:00,62.2516
2016-02-15 00:00:00,56.1136
2016-02-16 00:00:00,88.887
2016-02-17 00:00:00,76.9857
2016-02-18 00:00:00,87.2343
2016-02-19 00:00:00,70.4456
2016-02-20 00:00:00,28.3901
2016-02-21 00:00:00,58.2369
2016-02-22 00:00:00,107.191
2016-02-23 00:00:00,95.4545
2016-02-24 00:00:00,53.9404
2016-02-25 00:00:00,49.9301
2016-02-26 00:00:00,41.4866
2016-02-27 00:00:00,45.947
2016-02-28 00:00:00,38.1882
2016-02-29 00:00:00,41.8768
