STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
135880,99999, 20150729,   84.5, 8,   60.3, 8, 1006.5, 8,  973.2, 8,   6.2, 8,   6.1, 7,   7.8, 999.9,   99.9 ,  68.0 , 0.00I,999.9, 000000,
135880,99999, 20150730,   86.1, 8,   59.5, 8, 1006.4, 8,  973.2, 8,   6.2, 8,   5.8, 8,   9.7, 999.9,  103.1 ,  72.0 , 0.00I,999.9, 000000,
135880,99999, 20150731,   80.0, 8,   60.5, 8, 1009.7, 8,  976.0, 8,   6.2, 8,   7.0, 8,   9.7, 999.9,   95.0 ,  72.5*, 0.00E,999.9, 000000,
135880,99999, 20150801,   80.3, 7,   60.3, 7, 1014.1, 7,  980.0, 7,   8.0, 7,   5.3, 7,   7.8, 999.9,   93.6 ,  66.0*, 0.00E,999.9, 000000,
135880,99999, 20150802,   84.9, 6,   65.0, 6, 1014.3, 6,  980.8, 6,   8.3, 6,   7.8, 6,  19.4, 999.9,   95.9*,  71.1*, 0.00E,999.9, 000000,
135880,99999, 20150803,   78.6, 8,   64.4, 8, 1015.2, 8,  981.3, 8,   6.2, 8,   6.8, 6,   9.7, 999.9,   90.7 ,  70.9*, 0.00F,999.9, 000000,
135880,99999, 20150804,   78.8, 7,   60.3, 7, 1013.0, 7,  979.1, 7,   6.2, 7,   5.8, 7,   9.7, 999.9,   93.2 ,  67.3 , 0.00F,999.9, 000000,
135880,99999, 20150805,   75.8, 7,   62.4, 7, 1012.3, 7,  978.6, 7,   7.1, 7,   7.2, 7,   9.7, 999.9,   99.0 ,  68.0 , 0.00F,999.9, 000000,
135880,99999, 20150806,   76.8, 6,   61.8, 6, 1013.6, 6,  979.7, 6,   8.3, 6,   6.5, 6,   9.7, 999.9,   94.1 ,  68.5 , 0.04F,999.9, 000000,
135880,99999, 20150807,   79.6, 8,   57.7, 8, 1014.5, 8,  980.3, 8,   6.2, 8,   7.0, 8,   9.7, 999.9,   96.4 ,  69.6*, 0.00F,999.9, 000000,
135880,99999, 20150808,   81.5, 8,   51.7, 8, 1015.5, 8,  981.6, 8,   6.2, 8,   6.3, 8,   9.7, 999.9,   94.3 ,  68.0 , 0.00G,999.9, 000000,
135880,99999, 20150809,   78.6, 8,   53.4, 8, 1015.2, 8,  981.2, 8,   7.0, 8,   7.0, 8,   9.7, 999.9,   92.7 ,  65.5 , 0.00G,999.9, 000000,
135880,99999, 20150810,   79.4, 8,   50.8, 8, 1012.2, 8,  978.3, 8,   7.8, 8,   3.9, 5,   5.8, 999.9,   94.3*,  64.0 , 0.00F,999.9, 000000,
135880,99999, 20150811,   81.1, 7,   52.5, 7, 1011.0, 7,  977.3, 7,   6.2, 7,   7.2, 7,  13.6, 999.9,   95.4 ,  66.6 , 0.00F,999.9, 000000,
135880,99999, 20150812,   83.0, 8,   53.4, 8, 1012.3, 7,  978.6, 7,   6.2, 8,   6.3, 8,   9.7, 999.9,   97.2*,  68.9 , 0.00E,999.9, 000000,
135880,99999, 20150813,   79.1, 8,   54.2, 8, 1011.4, 8,  977.8, 8,   6.2, 8,   6.6, 8,   7.8, 999.9,   97.9 ,  70.9 , 0.00G,999.9, 000000,
135880,99999, 20150814,   80.7, 8,   57.1, 8, 1010.2, 8,  976.5, 8,   6.2, 8,   5.0, 7,   7.8, 999.9,   97.5 ,  66.4 , 0.00G,999.9, 000000,
135880,99999, 20150815,   80.5, 8,   57.7, 8, 1008.6, 8,  975.0, 8,   4.8, 8,   5.3, 7,   9.7, 999.9,   97.5 ,  66.9 , 0.00G,999.9, 000000,
135880,99999, 20150816,   80.1, 8,   59.7, 8, 1007.4, 8,  973.7, 8,   6.2, 8,   4.7, 7,   7.8, 999.9,   94.3*,  67.1 , 0.24F,999.9, 010000,
135880,99999, 20150817,   74.2, 8,   57.9, 8, 1008.9, 8,  974.8, 8,   6.2, 8,   8.0, 7,  13.6, 999.9,   90.0 ,  65.3 , 3.35F,999.9, 010000,
135880,99999, 20150818,   74.5, 8,   53.0, 8, 1010.8, 8,  976.7, 8,   7.0, 8,   6.1, 8,   9.7, 999.9,   89.8 ,  58.6 , 0.00G,999.9, 000000,
135880,99999, 20150819,   77.7, 8,   56.4, 8, 1011.3, 8,  977.4, 8,   9.3, 8,   6.8, 8,  13.6, 999.9,   92.3 ,  63.7 , 0.00G,999.9, 000000,
135880,99999, 20150820,   72.7, 8,   56.1, 8, 1013.5, 8,  979.3, 8,   8.5, 8,   8.3, 8,  13.6, 999.9,   88.7 ,  57.4*, 0.00H,999.9, 010000,
135880,99999, 20150821,   70.5, 8,   56.0, 8, 1016.9, 8,  982.3, 8,   8.5, 8,   7.0, 8,  15.5, 999.9,   85.1 ,  60.1 , 0.00G,999.9, 010000,
135880,99999, 20150822,   67.8, 8,   56.7, 8, 1015.9, 8,  981.1, 8,   7.8, 8,   7.3, 8,  11.7, 999.9,   77.2 ,  60.8 , 0.02G,999.9, 000000,
135880,99999, 20150823,   70.7, 8,   54.4, 8, 1014.2, 8,  979.8, 8,   7.8, 8,   5.8, 7,   7.8, 999.9,   83.5 ,  60.6 , 0.00G,999.9, 000000,
135880,99999, 20150824,   73.2, 8,   53.6, 8, 1015.3, 8,  981.1, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   89.1 ,  59.9 , 0.00F,999.9, 000000,
135880,99999, 20150825,   75.8, 8,   56.5, 8, 1016.3, 8,  981.7, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   92.7 ,  59.9 , 0.00G,999.9, 000000,
135880,99999, 20150826,   78.2, 8,   59.7, 8, 1015.9, 8,  982.0, 8,   7.0, 8,   6.1, 7,   7.8, 999.9,   92.5 ,  64.4 , 0.00G,999.9, 000000,
135880,99999, 20150827,   78.5, 8,   55.7, 8, 1017.4, 7,  983.2, 7,   7.0, 8,   4.2, 7,   7.8, 999.9,   94.1 ,  66.4 , 0.00G,999.9, 000000,
135880,99999, 20150828,   77.8, 8,   52.1, 8, 1018.3, 8,  984.0, 8,   6.2, 8,   5.3, 7,   7.8, 999.9,   96.8 ,  62.6 , 0.00G,999.9, 000000,
135880,99999, 20150829,   79.2, 8,   50.2, 8, 1019.5, 7,  985.7, 8,   7.0, 8,   5.1, 8,   7.8, 999.9,   97.2 ,  62.6 , 0.00F,999.9, 000000,
135880,99999, 20150830,   80.8, 7,   49.5, 7, 1020.2, 7,  986.1, 7,   6.2, 7,   6.7, 7,  11.7, 999.9,   95.5 ,  65.5*, 0.00E,999.9, 000000,
135880,99999, 20150831,   79.9, 8,   53.6, 8, 1017.7, 8,  983.7, 8,   6.0, 8,   4.2, 7,   7.8, 999.9,   97.0 ,  65.1 , 0.00G,999.9, 000000,
135880,99999, 20150901,   80.9, 8,   52.5, 8, 1013.1, 8,  979.2, 8,   6.2, 8,   5.6, 8,   9.7, 999.9,   98.1 ,  65.7 , 0.00G,999.9, 000000,
135880,99999, 20150902,   77.9, 7,   49.9, 7, 1010.6, 7,  976.7, 7,   7.1, 7,   6.1, 7,   7.8, 999.9,   99.0 ,  65.8 , 0.00G,999.9, 000000,
135880,99999, 20150903,   82.0, 8,   51.4, 8, 1010.1, 8,  976.5, 8,   7.3, 8,   5.8, 6,   9.7, 999.9,   99.5 ,  66.9 , 0.00F,999.9, 000000,
135880,99999, 20150904,   81.3, 8,   51.1, 8, 1011.6, 8,  977.9, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   97.7 ,  66.4 , 0.00G,999.9, 000000,
135880,99999, 20150905,   81.3, 8,   50.7, 8, 1011.8, 8,  978.0, 8,   6.2, 8,   4.6, 8,   7.8, 999.9,   96.8 ,  64.4 , 0.00G,999.9, 000000,
135880,99999, 20150906,   77.0, 8,   55.5, 8, 1012.1, 7,  977.7, 8,   6.2, 8,   9.7, 8,  13.6, 999.9,   95.4 ,  65.7*, 0.07G,999.9, 010000,
135880,99999, 20150907,   68.8, 8,   49.4, 8, 1016.8, 8,  982.0, 8,   6.2, 8,   5.5, 7,   9.7, 999.9,   78.8*,  59.4 , 0.00G,999.9, 000000,
135880,99999, 20150908,   65.2, 7,   41.1, 7, 1018.6, 7,  983.5, 7,   6.2, 7,   8.9, 7,  11.7, 999.9,   77.0 ,  58.5 , 0.00G,999.9, 000000,
135880,99999, 20150909,   63.9, 7,   47.7, 7, 1017.3, 7,  982.2, 7,   6.2, 7,   7.2, 7,  11.7, 999.9,   72.7 ,  58.8*, 0.00G,999.9, 010000,
135880,99999, 20150910,   60.3, 8,   58.4, 8, 1014.2, 8,  979.1, 8,   3.0, 8,   6.6, 8,   9.7, 999.9,   64.6 ,  57.7 , 0.48G,999.9, 010000,
135880,99999, 20150911,   67.7, 7,   59.8, 7, 1016.3, 7,  982.0, 7,   6.2, 7,   6.9, 7,   9.7, 999.9,   75.6*,  59.0 , 0.22G,999.9, 000000,
135880,99999, 20150912,   69.4, 7,   53.0, 7, 1019.5, 7,  984.8, 7,   6.2, 7,   6.9, 7,   9.7, 999.9,   80.8 ,  58.5 , 0.00G,999.9, 000000,
135880,99999, 20150913,   67.2, 8,   49.5, 8, 1019.6, 8,  984.7, 8,   6.2, 8,   5.3, 8,   7.8, 999.9,   83.5 ,  54.0 , 0.00G,999.9, 000000,
135880,99999, 20150914,   68.4, 8,   54.6, 8, 1017.5, 8,  983.2, 8,   5.7, 8,   5.0, 7,   7.8, 999.9,   85.1 ,  53.6 , 0.00G,999.9, 000000,
135880,99999, 20150915,   72.7, 8,   59.8, 8, 1016.8, 8,  982.4, 8,   7.0, 8,   6.4, 7,   9.7, 999.9,   88.0 ,  59.9 , 0.00G,999.9, 000000,
135880,99999, 20150916,   72.9, 8,   60.5, 7, 1015.3, 8,  981.0, 8,   5.3, 8,   4.4, 8,   5.8, 999.9,   90.5 ,  62.8 , 0.00G,999.9, 000000,
135880,99999, 20150917,   77.0, 7,   60.0, 7, 1014.5, 7,  980.5, 7,   5.7, 7,   3.9, 6,   5.8, 999.9,   95.0 ,  63.7 , 0.00G,999.9, 000000,
135880,99999, 20150918,   82.5, 7,   56.1, 7, 1014.5, 7,  980.8, 7,   6.2, 7,   5.5, 7,   9.7, 999.9,   99.3*,  67.1*, 0.00E,999.9, 000000,
135880,99999, 20150919,   80.4, 8,   56.6, 8, 1013.7, 8,  979.9, 8,   6.2, 8,   4.7, 7,   5.8, 999.9,   98.1 ,  64.6 , 0.00G,999.9, 000000,
135880,99999, 20150920,   73.4, 5,   59.8, 5, 1010.4, 5,  976.1, 5,   6.2, 5,   6.2, 5,   9.7, 999.9,   88.0*,  66.0*, 0.00H,999.9, 010000,
135880,99999, 20150921,   62.2, 6,   56.1, 6, 1011.0, 6,  976.1, 6,   3.7, 6,  10.7, 6,  19.4, 999.9,   65.5 ,  60.3*, 0.93G,999.9, 000000,
135880,99999, 20150922,   64.0, 8,   53.6, 8, 1011.2, 8,  976.4, 8,   6.2, 8,   4.9, 8,   9.7, 999.9,   71.8 ,  60.8 , 0.01G,999.9, 000000,
135880,99999, 20150923,   67.7, 8,   56.9, 8, 1009.3, 8,  974.8, 8,   5.3, 8,   4.9, 8,   7.8, 999.9,   82.4 ,  57.0 , 0.00G,999.9, 000000,
135880,99999, 20150924,   67.2, 8,   59.5, 8, 1010.6, 8,  976.1, 8,   6.2, 8,   6.1, 7,  13.6, 999.9,   79.5 ,  61.9 , 0.00G,999.9, 000010,
135880,99999, 20150925,   61.2, 8,   57.8, 8, 1012.9, 7,  980.8, 7,   6.2, 8,   4.1, 8,   7.8, 999.9,   64.8*,  59.0 , 0.04E,999.9, 010000,
135880,99999, 20150926,   62.9, 8,   56.8, 8, 1013.8, 8,  978.8, 8,   6.2, 8,   4.9, 8,   5.8, 999.9,   71.1 ,  56.3 , 0.04G,999.9, 010000,
135880,99999, 20150927,   60.3, 8,   53.4, 8, 1017.5, 8,  982.1, 8,   6.2, 8,  10.4, 8,  13.6, 999.9,   65.3 ,  56.5 , 0.28G,999.9, 000000,
135880,99999, 20150928,   59.1, 8,   49.2, 8, 1020.8, 8,  985.3, 8,   6.2, 8,  11.9, 8,  17.5, 999.9,   64.2 ,  54.7*, 0.00G,999.9, 000000,
135880,99999, 20150929,   57.2, 8,   47.8, 8, 1022.5, 7,  986.6, 7,   6.2, 8,   8.5, 8,  13.6, 999.9,   63.0 ,  53.6 , 0.00G,999.9, 000000,
135880,99999, 20150930,   59.2, 8,   48.5, 8, 1023.3, 8,  987.6, 8,   6.2, 8,   7.3, 8,  13.6, 999.9,   67.8 ,  55.0 , 0.00G,999.9, 000000,
135880,99999, 20151001,   60.5, 7,   47.6, 7, 1026.2, 7,  990.5, 7,   6.2, 7,   6.4, 7,   7.8, 999.9,   68.9 ,  55.6*, 0.00E,999.9, 000000,
135880,99999, 20151002,   58.3, 7,   46.8, 7, 1027.0, 7,  991.2, 7,   6.2, 7,   5.0, 7,   7.8, 999.9,   70.5 ,  50.4 , 0.00G,999.9, 000000,
135880,99999, 20151003,   57.9, 8,   48.2, 8, 1025.6, 8,  989.7, 8,   3.9, 8,   5.0, 7,   5.8, 999.9,   74.3 ,  45.7 , 0.00G,999.9, 000000,
135880,99999, 20151004,   63.4, 7,   53.0, 7, 1022.5, 7,  987.2, 7,   5.7, 7,   4.2, 6,   5.8, 999.9,   75.4*,  54.3 , 0.00G,999.9, 000000,
135880,99999, 20151005,   63.5, 8,   53.3, 8, 1016.4, 8,  981.3, 8,   5.7, 8,   4.4, 7,   5.8, 999.9,   75.4 ,  54.0 , 0.02G,999.9, 000000,
135880,99999, 20151006,   65.5, 7,   51.5, 7, 1011.2, 7,  976.5, 7,   6.2, 7,   3.9, 6,   5.8, 999.9,   78.6 ,  55.2 , 0.00G,999.9, 000000,
135880,99999, 20151007,   59.4, 7,   55.8, 7, 1010.4, 7,  975.3, 7,   3.6, 7,   3.5, 5,   3.9, 999.9,   61.7 ,  57.7 , 0.03G,999.9, 010000,
135880,99999, 20151008,   59.5, 8,   57.8, 8, 1013.6, 8,  978.5, 8,   3.0, 8,   6.6, 8,   9.7, 999.9,   62.4 ,  58.3 , 0.23G,999.9, 010000,
135880,99999, 20151009,   61.2, 8,   55.9, 8, 1016.8, 8,  981.7, 8,   6.2, 8,   4.2, 7,   5.8, 999.9,   68.4 ,  56.5 , 0.61G,999.9, 000000,
135880,99999, 20151010,   57.0, 8,   55.3, 8, 1014.0, 8,  978.7, 8,   2.5, 8,   6.1, 7,  13.6, 999.9,   59.5 ,  55.4 , 0.31G,999.9, 010000,
135880,99999, 20151011,   60.9, 8,   57.7, 8, 1004.8, 8,  970.0, 8,   4.8, 8,   5.8, 8,  11.7, 999.9,   68.2 ,  56.8*, 2.80G,999.9, 010000,
135880,99999, 20151012,   58.4, 8,   53.6, 8, 1012.3, 8,  977.1, 8,   6.2, 8,   8.0, 7,  11.7, 999.9,   66.9 ,  53.6*, 0.14G,999.9, 000000,
135880,99999, 20151013,   55.6, 8,   48.0, 8, 1019.5, 8,  983.8, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   67.3 ,  47.8 , 0.00G,999.9, 000000,
135880,99999, 20151014,   58.7, 8,   52.0, 8, 1019.1, 8,  983.7, 8,   5.7, 8,   6.6, 5,   9.7, 999.9,   67.6*,  49.1 , 0.00E,999.9, 000000,
135880,99999, 20151015,   60.7, 7,   56.4, 7, 1019.4, 7,  984.1, 7,   5.1, 7,   7.2, 7,  11.7, 999.9,   65.5 ,  58.3 , 0.00G,999.9, 000000,
135880,99999, 20151016,   58.8, 8,   55.1, 8, 1019.6, 8,  984.2, 8,   4.8, 8,   7.2, 7,   9.7, 999.9,   61.7 ,  57.2*, 0.00G,999.9, 010000,
135880,99999, 20151017,   58.6, 8,   55.4, 8, 1019.8, 8,  984.4, 7,   4.3, 8,   5.2, 6,   9.7, 999.9,   61.9 ,  55.8 , 0.29G,999.9, 010000,
135880,99999, 20151018,   60.6, 8,   55.9, 8, 1019.0, 8,  983.8, 8,   3.9, 8,   3.6, 7,   5.8, 999.9,   66.4 ,  56.1 , 0.00G,999.9, 000000,
135880,99999, 20151019,   63.0, 4,   57.2, 4, 1014.9, 4,  979.9, 4,   5.3, 4,   3.9, 4,   7.8, 999.9,   69.3*,  58.3 , 0.00G,999.9, 000000,
135880,99999, 20151020,   59.9, 7,   55.4, 7, 1012.2, 7,  977.0, 7,   3.4, 7,   6.2, 6,  15.5, 999.9,   65.5*,  51.4*, 0.00G,999.9, 010000,
135880,99999, 20151021,   50.4, 6,   43.6, 6, 1016.8, 6,  980.8, 6,   9.3, 6,   5.4, 5,   5.8, 999.9,   55.4 ,  48.6 , 0.40G,999.9, 000000,
135880,99999, 20151022,   46.0, 8,   42.5, 8, 1011.1, 8,  975.0, 8,   3.4, 8,   6.1, 8,   7.8, 999.9,   47.3 ,  43.9 , 0.16G,999.9, 010000,
135880,99999, 20151023,   49.7, 8,   42.0, 8, 1015.3, 8,  979.3, 8,   5.7, 8,  12.1, 8,  17.5, 999.9,   53.2*,  45.3 , 0.44G,999.9, 010000,
135880,99999, 20151024,   50.5, 8,   39.9, 8, 1022.6, 8,  986.4, 8,   5.3, 8,   9.0, 8,  17.5, 999.9,   57.9 ,  44.6 , 0.00G,999.9, 000000,
135880,99999, 20151025,   46.1, 7,   39.6, 7, 1024.3, 7,  988.2, 7,   4.4, 7,   3.6, 6,   5.8, 999.9,   61.7 ,  37.4 , 0.00G,999.9, 000000,
135880,99999, 20151026,   49.7, 8,   40.7, 8, 1023.8, 8,  987.5, 8,   4.3, 8,   4.2, 7,   7.8, 999.9,   66.2 ,  37.4 , 0.00G,999.9, 000000,
135880,99999, 20151027,   49.5, 8,   42.8, 8, 1023.6, 8,  987.3, 8,   4.7, 8,   3.6, 8,   5.8, 999.9,   63.7 ,  40.3 , 0.00G,999.9, 000000,
135880,99999, 20151028,   49.6, 8,   44.4, 8, 1023.2, 8,  986.9, 8,   4.7, 8,   4.7, 7,   5.8, 999.9,   61.2 ,  41.2 , 0.00G,999.9, 000000,
135880,99999, 20151029,   50.9, 8,   45.3, 8, 1021.5, 8,  985.4, 8,   4.8, 8,   3.3, 7,   3.9, 999.9,   60.6 ,  44.8 , 0.00G,999.9, 000000,
135880,99999, 20151030,   48.2, 8,   40.3, 8, 1025.9, 8,  989.4, 8,   4.7, 8,   4.7, 7,   7.8, 999.9,   61.0 ,  39.2 , 0.00G,999.9, 000000,
135880,99999, 20151031,   47.5, 7,   39.0, 7, 1032.4, 7,  995.6, 7,   6.0, 7,   4.2, 7,   7.8, 999.9,   62.2 ,  40.3 , 0.00G,999.9, 000000,
135880,99999, 20151101,   46.3, 8,   34.8, 8, 1036.9, 7,  999.9, 8,   6.2, 8,   5.3, 7,   7.8, 999.9,   59.4 ,  36.7 , 0.00G,999.9, 000000,
135880,99999, 20151102,   42.8, 8,   33.4, 8, 1035.0, 8,  997.8, 8,   4.3, 8,   4.9, 8,   9.7, 999.9,   58.5 ,  32.0 , 0.00G,999.9, 000000,
135880,99999, 20151103,   44.1, 8,   34.7, 8, 1029.7, 8,  992.8, 8,   4.3, 8,   3.9, 7,   7.8, 999.9,   59.9 ,  32.7 , 0.00G,999.9, 000000,
135880,99999, 20151104,   44.4, 8,   33.6, 8, 1024.6, 8,  987.7, 8,   4.3, 8, 999.9, 0, 999.9, 999.9,   61.2 ,  32.2 , 0.00G,999.9, 000000,
135880,99999, 20151105,   45.1, 8,   34.2, 8, 1021.7, 8,  985.2, 8,   4.3, 8,   4.2, 7,   7.8, 999.9,   62.1 ,  33.1 , 0.00G,999.9, 000000,
135880,99999, 20151106,   45.4, 8,   32.6, 8, 1024.1, 8,  987.6, 8,   3.1, 8,   4.9, 8,   7.8, 999.9,   63.5 ,  33.1 , 0.00G,999.9, 000000,
135880,99999, 20151107,   47.3, 8,   34.9, 8, 1027.3, 8,  990.7, 8,   3.1, 8,   4.4, 8,   5.8, 999.9,   63.3 ,  34.9 , 0.00G,999.9, 000000,
135880,99999, 20151108,   50.5, 7,   39.8, 7, 1029.4, 7,  993.0, 7,   2.0, 7,   4.5, 6,  13.6, 999.9,   63.9 ,  37.8 , 0.00G,999.9, 000000,
135880,99999, 20151109,   54.9, 8,   44.3, 8, 1025.6, 7,  989.5, 7,   3.1, 8,   5.8, 8,  11.7, 999.9,   69.8 ,  43.9 , 0.00G,999.9, 000000,
135880,99999, 20151110,   58.9, 8,   45.9, 8, 1022.3, 8,  986.7, 8,   6.2, 8,   6.7, 7,   9.7, 999.9,   70.2 ,  50.7 , 0.00G,999.9, 000000,
135880,99999, 20151111,   59.0, 8,   46.4, 8, 1023.1, 8,  987.2, 8,   5.3, 8,   6.3, 8,   9.7, 999.9,   73.4 ,  48.9 , 0.00G,999.9, 000000,
135880,99999, 20151112,   57.7, 8,   47.7, 7, 1025.7, 8,  990.0, 8,   6.5, 8,   5.1, 8,   9.7, 999.9,   72.5 ,  46.0 , 0.00G,999.9, 000000,
135880,99999, 20151113,   54.8, 8,   46.1, 8, 1027.6, 5,  991.7, 7,   4.3, 8,   4.7, 7,   7.8, 999.9,   69.8 ,  44.6 , 0.00G,999.9, 000000,
135880,99999, 20151114,   53.2, 7,   42.4, 7, 1024.8, 7,  988.8, 7,   4.6, 7,   4.2, 7,   9.7, 999.9,   65.7 ,  41.4 , 0.00G,999.9, 000000,
135880,99999, 20151115,   50.1, 8,   34.8, 8, 1021.2, 8,  985.1, 8,   3.9, 8,   4.6, 8,   7.8, 999.9,   59.9 ,  42.8 , 0.00G,999.9, 000000,
135880,99999, 20151116,   49.6, 8,   38.4, 8, 1017.9, 8,  981.8, 8,   3.4, 8,   5.5, 7,  17.5, 999.9,   65.5 ,  36.5 , 0.00G,999.9, 000000,
135880,99999, 20151117,   52.3, 8,   40.0, 8, 1021.3, 8,  985.1, 8,   4.3, 8,   5.0, 7,   7.8, 999.9,   66.4 ,  41.7 , 0.00G,999.9, 000000,
135880,99999, 20151118,   47.0, 7,   41.0, 7, 1021.2, 7,  984.8, 7,   5.1, 7,   5.0, 7,   7.8, 999.9,   62.4 ,  38.5 , 0.00G,999.9, 000000,
135880,99999, 20151119,   48.2, 8,   40.3, 8, 1023.2, 7,  986.7, 8,   2.6, 8,   3.9, 7,   7.8, 999.9,   62.8 ,  38.1 , 0.00G,999.9, 000000,
135880,99999, 20151120,   46.6, 7,   38.9, 7, 1016.2, 7,  979.9, 7,   1.8, 7,   3.6, 7,   3.9, 999.9,   59.2 ,  35.6 , 0.00G,999.9, 000000,
135880,99999, 20151121,   49.1, 8,   43.6, 8, 1001.3, 8,  965.8, 8,   3.3, 8,   4.7, 7,   9.7, 999.9,   58.8*,  39.9 , 0.00G,999.9, 010000,
135880,99999, 20151122,   56.9, 6,   47.1, 6, 1000.4, 6,  965.4, 6,   4.3, 6,   8.2, 5,  13.6, 999.9,   66.4*,  48.4*, 0.75E,999.9, 010000,
135880,99999, 20151123,   48.4, 8,   42.5, 8, 1017.4, 8,  981.3, 8,   5.3, 8,   4.7, 7,   9.7, 999.9,   58.6 ,  41.0 , 0.01F,999.9, 000000,
135880,99999, 20151124,   45.2, 7,   42.4, 7, 1020.6, 7,  984.1, 7,   6.2, 7,   6.4, 7,   9.7, 999.9,   49.1 ,  42.8 , 0.41G,999.9, 010000,
135880,99999, 20151125,   44.1, 7,   41.9, 7, 1010.9, 7,  976.1, 6,   3.6, 7,   4.7, 7,   9.7, 999.9,   46.0*,  41.0 , 0.10G,999.9, 010000,
135880,99999, 20151126,   43.6, 7,   37.5, 7, 1003.5, 7,  967.5, 7,   6.2, 7,   7.5, 7,  13.6, 999.9,   45.9 ,  41.5*, 0.02G,999.9, 010000,
135880,99999, 20151127,   38.4, 8,   35.5, 8, 1007.9, 8,  971.4, 8,   4.3, 8,   7.8, 8,  13.6, 999.9,   40.5*,  37.0*, 0.00G,999.9, 010000,
135880,99999, 20151128,   39.7, 7,   34.3, 7, 1010.9, 7,  974.5, 7,   6.2, 7,   5.8, 7,   7.8, 999.9,   45.7 ,  37.0 , 0.44G,999.9, 010000,
135880,99999, 20151129,   40.9, 8,   30.3, 8, 1022.3, 8,  985.4, 8,   6.2, 8,   6.3, 8,  13.6, 999.9,   49.6 ,  34.0*, 0.00G,999.9, 000000,
135880,99999, 20151130,   34.4, 6,   28.6, 6, 1026.4, 6,  988.9, 6,   5.6, 6,   5.2, 6,   7.8, 999.9,   47.8 ,  28.6 , 0.00G,999.9, 000000,
135880,99999, 20151201,   37.6, 8,   32.6, 8, 1024.9, 8,  987.7, 8,   3.1, 8,   4.2, 6,   7.8, 999.9,   45.3 ,  32.0 , 0.00G,999.9, 000000,
135880,99999, 20151202,   42.7, 8,   36.6, 8, 1028.7, 8,  991.7, 8,   3.6, 8,   4.6, 8,   9.7, 999.9,   55.6 ,  33.1 , 0.00G,999.9, 000000,
135880,99999, 20151203,   48.4, 8,   38.9, 8, 1031.6, 8,  995.0, 8,   5.3, 8,   6.6, 8,  11.7, 999.9,   61.7 ,  38.8 , 0.00G,999.9, 000000,
135880,99999, 20151204,   42.4, 7,   36.8, 7, 1035.0, 7,  997.8, 7,   3.7, 7,   4.3, 5,   9.7, 999.9,   53.6 ,  33.8 , 0.00G,999.9, 000000,
135880,99999, 20151205,   41.3, 8,   36.8, 8, 1036.6, 8,  999.3, 8,   2.8, 8,   5.6, 8,   7.8, 999.9,   51.3 ,  35.6 , 0.00G,999.9, 000000,
135880,99999, 20151206,   36.7, 7,   35.2, 7, 1037.5, 7,  999.9, 7,   1.2, 7,   2.9, 6,   3.9, 999.9,   39.0*,  32.9 , 0.00G,999.9, 100000,
135880,99999, 20151207,   35.5, 8,   33.3, 8, 1037.4, 8,  999.6, 8,   1.1, 8,   2.9, 8,   5.8, 999.9,   43.9 ,  32.2*, 0.00G,999.9, 100000,
135880,99999, 20151208,   35.7, 7,   32.9, 7, 1036.0, 7,  998.3, 7,   0.7, 7,   3.6, 6,   7.8, 999.9,   47.1 ,  28.6 , 0.00G,999.9, 100000,
135880,99999, 20151209,   36.2, 7,   34.6, 6, 1033.9, 7,  996.3, 7,   0.9, 7,   3.6, 7,   7.8, 999.9,   37.9 ,  34.5 , 0.00G,999.9, 100000,
135880,99999, 20151210,   38.6, 8,   33.6, 8, 1033.2, 8,  995.8, 8,   2.5, 8,   3.9, 8,   5.8, 999.9,   40.3 ,  37.0 , 0.00G,999.9, 000000,
135880,99999, 20151211,   39.4, 8,   31.1, 8, 1031.0, 8,  993.8, 8,   5.7, 8,   8.3, 8,  13.6, 999.9,   42.1 ,  37.2 , 0.00G,999.9, 000000,
135880,99999, 20151212,   39.2, 8,   28.9, 8, 1028.0, 8,  990.8, 8,   4.8, 8,   6.3, 8,  11.7, 999.9,   51.3 ,  33.3 , 0.00G,999.9, 000000,
135880,99999, 20151213,   35.7, 9,   26.3, 9, 1026.1, 8,  989.0, 9,   2.9, 9,   3.9, 8,   5.8, 999.9,   47.7 ,  26.1 , 0.00G,999.9, 000000,
135880,99999, 20151214,   34.5, 7,   28.1, 7, 1026.6, 7,  989.2, 7,   2.5, 7,   3.6, 7,   5.8, 999.9,   50.9 ,  25.9 , 0.00G,999.9, 000000,
135880,99999, 20151215,   34.9, 8,   28.4, 8, 1028.4, 8,  990.9, 8,   1.2, 8,   5.8, 5,   9.7, 999.9,   47.5 ,  28.6 , 0.00G,999.9, 000000,
135880,99999, 20151216,   35.4, 8,   30.8, 8, 1029.8, 8,  992.2, 8,   1.6, 8,   4.9, 8,   7.8, 999.9,   43.7 ,  27.3 , 0.00G,999.9, 000000,
