STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
135880,99999, 20161013,   50.8, 8,   40.5, 8, 1019.7, 8,  983.7, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   64.8 ,  25.9 , 0.02G,999.9, 000000,
135880,99999, 20161014,   54.6, 8,   44.0, 8, 1021.9, 8,  986.0, 8,   5.3, 8,   3.6, 7,   5.8, 999.9,   67.1*,  42.6 , 0.00G,999.9, 000000,
135880,99999, 20161015,   57.2, 8,   49.9, 8, 1022.5, 8,  986.8, 8,   5.7, 8,   4.2, 7,   5.8, 999.9,   68.9 ,  45.9 , 0.00G,999.9, 000000,
135880,99999, 20161016,   59.7, 8,   55.7, 8, 1020.6, 8,  985.2, 8,   4.7, 8,   4.2, 7,   5.8, 999.9,   67.1 ,  56.7 , 0.01G,999.9, 010000,
135880,99999, 20161017,   58.3, 8,   49.8, 8, 1026.4, 7,  990.3, 8,   6.2, 8,   3.6, 8,   5.8, 999.9,   64.6 ,  55.4 , 0.69G,999.9, 000000,
135880,99999, 20161018,   54.4, 8,   47.5, 8, 1025.4, 8,  989.4, 8,   6.2, 8,   5.6, 8,   7.8, 999.9,   58.1 ,  50.5*, 0.00G,999.9, 010000,
135880,99999, 20161019,   51.1, 8,   47.5, 8, 1021.0, 8,  984.9, 8,   3.4, 8,   3.9, 8,   7.8, 999.9,   53.8 ,  48.4 , 0.28G,999.9, 010000,
135880,99999, 20161020,   54.1, 8,   47.3, 8, 1020.0, 8,  984.2, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   61.9 ,  50.4 , 0.00G,999.9, 000000,
135880,99999, 20161021,   54.9, 8,   50.8, 8, 1017.0, 8,  981.4, 8,   4.8, 8,   4.1, 8,   7.8, 999.9,   58.5 ,  52.5 , 0.00G,999.9, 000000,
135880,99999, 20161022,   56.4, 8,   52.7, 8, 1016.3, 8,  980.8, 8,   5.3, 8,   5.1, 5,   5.8, 999.9,   60.3 ,  53.6 , 0.53G,999.9, 010000,
135880,99999, 20161023,   60.3, 7,   54.9, 7, 1020.2, 7,  984.9, 7,   5.1, 7,   3.2, 6,   5.8, 999.9,   66.0 ,  55.4 , 0.00G,999.9, 000000,
135880,99999, 20161024,   59.2, 8,   53.2, 8, 1024.9, 7,  989.6, 8,   4.2, 8,   3.3, 7,   3.9, 999.9,   70.9 ,  53.2 , 0.00G,999.9, 000000,
135880,99999, 20161025,   57.9, 8,   52.4, 8, 1026.6, 8,  990.7, 8,   2.3, 8,   3.3, 7,   5.8, 999.9,   67.1 ,  52.0 , 0.00G,999.9, 000000,
135880,99999, 20161026,   57.4, 8,   52.5, 8, 1021.4, 8,  985.8, 8,   3.3, 8,   3.6, 8,   5.8, 999.9,   63.9 ,  50.5 , 0.00G,999.9, 000000,
135880,99999, 20161027,   56.7, 8,   46.4, 8, 1023.7, 8,  988.0, 8,   6.2, 8,   6.3, 8,   9.7, 999.9,   62.8 ,  51.3*, 0.01G,999.9, 010000,
135880,99999, 20161028,   49.8, 9,   40.7, 9, 1029.2, 9,  992.7, 9,   4.3, 9,   6.5, 9,   9.7, 999.9,   59.2 ,  46.2*, 0.04G,999.9, 010000,
135880,99999, 20161029,   46.3, 8,   34.9, 8, 1028.2, 8,  990.9, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   59.5 ,  35.8 , 0.00G,999.9, 000000,
135880,99999, 20161030,   51.6, 7,   33.1, 7, 1023.7, 7,  987.6, 7,   5.5, 7,   7.8, 7,  15.5, 999.9,   60.4 ,  42.1 , 0.00G,999.9, 000000,
135880,99999, 20161031,   46.4, 8,   30.9, 8, 1025.7, 8,  989.1, 8,   8.5, 8,   4.9, 8,   7.8, 999.9,   55.8 ,  38.3 , 0.00G,999.9, 000000,
135880,99999, 20161101,   45.7, 7,   29.7, 7, 1025.8, 7,  989.1, 7,   5.7, 7,   4.4, 7,   5.8, 999.9,   59.9 ,  32.7 , 0.00G,999.9, 000000,
135880,99999, 20161102,   44.0, 8,   33.4, 8, 1021.4, 8,  984.8, 8,   4.3, 8,   3.9, 7,   9.7, 999.9,   59.5 ,  32.2 , 0.00G,999.9, 000000,
135880,99999, 20161103,   46.0, 7,   38.0, 7, 1019.0, 7,  982.6, 7,   4.6, 7,   5.8, 7,  13.6, 999.9,   59.2 ,  38.8*, 0.00H,999.9, 010000,
135880,99999, 20161104,   45.7, 6,   37.1, 6, 1023.6, 6,  987.1, 6,   6.2, 6,   3.9, 6,   3.9, 999.9,   55.9 ,  39.9 , 0.64G,999.9, 000000,
135880,99999, 20161105,   45.3, 8,   39.6, 8, 1021.8, 8,  985.2, 8,   4.8, 8,   3.1, 7,   3.9, 999.9,   57.7 ,  36.3 , 0.00G,999.9, 000000,
135880,99999, 20161106,   53.3, 8,   47.1, 8, 1013.6, 8,  978.8, 8,   3.7, 8,   3.9, 7,   5.8, 999.9,   66.7 ,  41.4*, 0.00G,999.9, 000000,
135880,99999, 20161107,   59.0, 8,   50.5, 8, 1007.9, 8,  972.9, 8,   5.7, 8,   3.9, 8,   5.8, 999.9,   72.9 ,  49.8 , 0.00G,999.9, 010000,
135880,99999, 20161108,   57.8, 8,   53.9, 8, 1004.9, 8,  969.9, 8,   3.9, 8,   5.1, 8,   9.7, 999.9,   62.8*,  54.7*, 0.17G,999.9, 010000,
135880,99999, 20161109,   52.6, 8,   49.8, 8, 1004.0, 8,  968.5, 8,   4.3, 8,   3.6, 8,   5.8, 999.9,   55.4 ,  45.0*, 1.56G,999.9, 010000,
135880,99999, 20161110,   45.5, 6,   41.8, 5, 1013.4, 5,  976.1, 6,   5.6, 6,   2.9, 6,   5.8, 999.9,   49.6 ,  41.7*, 0.00G,999.9, 000000,
135880,99999, 20161111,   47.8, 7,   43.0, 7, 1017.5, 7,  981.3, 7,   2.8, 7,   3.1, 7,   3.9, 999.9,   58.8 ,  39.4 , 0.02G,999.9, 010000,
135880,99999, 20161112,   49.8, 8,   43.6, 8, 1012.6, 8,  976.7, 8,   5.3, 8,   5.1, 8,  11.7, 999.9,   58.3 ,  44.6*, 0.01G,999.9, 010000,
135880,99999, 20161113,   46.2, 9,   34.4, 9, 1019.5, 9,  983.2, 9,   6.2, 9,   4.3, 9,   7.8, 999.9,   54.9 ,  38.1*, 0.40G,999.9, 000000,
135880,99999, 20161114,   36.9, 8,   26.9, 8, 1030.5, 8,  993.1, 7,   6.2, 8,   4.9, 6,   7.8, 999.9,   42.1 ,  33.6 , 0.00G,999.9, 000000,
135880,99999, 20161115,   35.6, 8,   23.6, 8, 1032.8, 8,  995.2, 8,   6.2, 8,   4.1, 8,   9.7, 999.9,   39.2 ,  31.3*, 0.00G,999.9, 000000,
135880,99999, 20161116,   35.3, 7,   25.5, 7, 1029.0, 7,  991.4, 7,   4.1, 7,   3.6, 6,   3.9, 999.9,   44.8 ,  28.9 , 0.00G,999.9, 000000,
135880,99999, 20161117,   42.1, 7,   31.1, 7, 1025.2, 7,  987.7, 7,   4.4, 7,   3.2, 6,   3.9, 999.9,   51.6 ,  31.1 , 0.00G,999.9, 000000,
135880,99999, 20161118,   41.5, 8,   33.4, 8, 1026.0, 8,  989.0, 8,   4.8, 8,   3.9, 8,   7.8, 999.9,   56.3 ,  31.6 , 0.00G,999.9, 000000,
135880,99999, 20161119,   42.2, 8,   36.2, 8, 1024.9, 8,  988.1, 8,   3.1, 8,   4.7, 7,   7.8, 999.9,   56.8 ,  32.9 , 0.00G,999.9, 000000,
135880,99999, 20161120,   42.8, 8,   36.9, 8, 1024.3, 8,  987.5, 8,   1.6, 8,   3.4, 8,   7.8, 999.9,   56.8 ,  34.3 , 0.00G,999.9, 100000,
135880,99999, 20161121,   41.2, 8,   36.7, 8, 1025.6, 8,  988.7, 8,   0.9, 8,   3.6, 6,   5.8, 999.9,   54.5 ,  32.9 , 0.00G,999.9, 100000,
135880,99999, 20161122,   41.4, 8,   37.6, 8, 1027.2, 8,  990.2, 8,   1.7, 8,   3.9, 8,   7.8, 999.9,   51.4 ,  35.6 , 0.00G,999.9, 000000,
135880,99999, 20161123,   40.5, 7,   37.1, 7, 1028.7, 7,  991.6, 7,   1.6, 7,   3.9, 7,   5.8, 999.9,   48.0 ,  35.6 , 0.00G,999.9, 000000,
135880,99999, 20161124,   41.8, 7,   38.7, 7, 1027.0, 7,  988.6, 7,   1.6, 7,   2.7, 5,   3.9, 999.9,   44.4*,  36.5 , 0.00G,999.9, 000000,
135880,99999, 20161125,   40.4, 8,   36.9, 8, 1023.7, 8,  986.8, 8,   2.6, 8,   3.2, 6,   3.9, 999.9,   42.1 ,  38.8 , 0.00G,999.9, 000000,
135880,99999, 20161126,   40.6, 8,   37.6, 8, 1021.4, 8,  984.6, 8,   2.6, 8,   2.9, 8,   3.9, 999.9,   41.9 ,  39.6 , 0.00G,999.9, 010000,
135880,99999, 20161127,   43.6, 8,   41.5, 8, 1016.1, 8,  979.7, 8,   0.4, 8,   2.6, 6,   3.9, 999.9,   48.4 ,  38.8 , 0.04G,999.9, 100000,
135880,99999, 20161128,   43.8, 8,   37.6, 8, 1014.0, 8,  977.7, 8,   5.7, 8,   5.6, 8,   9.7, 999.9,   50.0 ,  37.8*, 0.03G,999.9, 010000,
135880,99999, 20161129,   32.8, 7,   25.6, 7, 1022.8, 7,  985.2, 7,   5.7, 7,  10.5, 7,  13.6, 999.9,   36.7*,  31.3*, 0.03G,999.9, 001000,
135880,99999, 20161130,   32.1, 8,   23.0, 8, 1029.2, 8,  991.3, 8,   6.2, 8,   9.0, 8,  15.5, 999.9,   39.0 ,  28.4*, 0.00G,999.9, 000000,
135880,99999, 20161201,   31.5, 8,   23.4, 8, 1023.2, 8,  985.6, 8,   6.2, 8,   4.4, 8,   7.8, 999.9,   42.8 ,  23.2 , 0.00G,999.9, 000000,
135880,99999, 20161202,   38.8, 8,   27.4, 8, 1014.0, 8,  976.5, 8,   4.7, 8,   4.6, 8,  13.6, 999.9,   49.5 ,  27.7 , 0.00G,999.9, 000000,
135880,99999, 20161203,   40.4, 9,   26.5, 9, 1023.9, 9,  986.9, 9,   6.2, 9,   3.9, 8,   7.8, 999.9,   49.3 ,  32.7 , 0.00G,999.9, 000000,
135880,99999, 20161204,   31.8, 8,   25.3, 8, 1030.6, 8,  992.8, 8,   3.6, 8,   2.4, 8,   3.9, 999.9,   39.6 ,  25.7 , 0.00G,999.9, 000000,
135880,99999, 20161205,   33.3, 7,   26.7, 7, 1033.5, 7,  995.6, 7,   3.0, 7,   3.2, 6,   3.9, 999.9,   40.3 ,  25.7 , 0.00G,999.9, 000000,
135880,99999, 20161206,   37.0, 8,   30.0, 8, 1029.8, 8,  992.4, 8,   4.0, 8,   3.3, 7,   5.8, 999.9,   47.5 ,  29.5 , 0.00G,999.9, 000000,
135880,99999, 20161207,   34.9, 8,   26.9, 8, 1035.7, 8,  997.9, 8,   3.3, 8,   4.4, 7,   5.8, 999.9,   46.2*,  27.1 , 0.00G,999.9, 000000,
135880,99999, 20161208,   27.3, 7,   23.3, 7, 1041.0, 7, 1002.4, 7,   4.1, 7,   3.6, 6,   5.8, 999.9,   38.8 ,  20.5 , 0.00G,999.9, 000000,
135880,99999, 20161209,   31.9, 9,   25.0, 9, 1032.8, 9,  995.0, 9,   1.9, 9,   2.9, 6,   3.9, 999.9,   45.5 ,  22.3 , 0.00G,999.9, 000000,
135880,99999, 20161210,   37.0, 7,   26.2, 7, 1028.5, 7,  991.1, 7,   1.6, 7,   3.9, 7,   7.8, 999.9,   51.1 ,  25.7 , 0.00G,999.9, 000000,
135880,99999, 20161211,   37.0, 8,   27.7, 8, 1021.3, 8,  984.2, 8,   2.6, 8,   3.6, 6,   5.8, 999.9,   51.1 ,  27.7 , 0.00G,999.9, 000000,
135880,99999, 20161212,   39.3, 8,   28.4, 8, 1017.5, 8,  980.8, 8,   4.7, 8,   5.6, 8,   9.7, 999.9,   51.3 ,  27.7*, 0.00G,999.9, 000000,
135880,99999, 20161213,   38.1, 7,   20.9, 7, 1026.6, 7,  989.3, 7,   6.2, 7,   9.4, 7,  15.5, 999.9,   45.3*,  26.8*, 0.00G,999.9, 000000,
135880,99999, 20161214,   24.7, 8,   16.8, 7, 1031.4, 8,  992.9, 8,   6.2, 8,   4.4, 7,   7.8, 999.9,   31.1*,  17.1 , 0.00G,999.9, 000000,
135880,99999, 20161215,   33.2, 8,   24.0, 8, 1027.4, 8,  989.7, 8,   4.8, 8,   3.6, 6,   5.8, 999.9,   40.1 ,  25.3 , 0.00G,999.9, 000000,
135880,99999, 20161216,   36.2, 8,   26.7, 8, 1033.6, 8,  995.9, 8,   6.2, 8,   3.6, 8,   5.8, 999.9,   42.8 ,  33.8 , 0.00G,999.9, 000000,
135880,99999, 20161217,   32.7, 8,   21.9, 8, 1039.3, 8, 1001.3, 8,   5.3, 8,   5.2, 6,   7.8, 999.9,   43.0 ,  25.9 , 0.00G,999.9, 000000,
135880,99999, 20161218,   27.1, 8,   21.1, 8, 1035.2, 8,  996.8, 8,   3.3, 8,   2.6, 6,   3.9, 999.9,   40.1 ,  19.4 , 0.00G,999.9, 000000,
135880,99999, 20161219,   28.3, 8,   20.5, 6, 1035.2, 5,  996.6, 6,   2.0, 8,   3.1, 7,   3.9, 999.9,   41.7 ,  19.4 , 0.00G,999.9, 000000,
135880,99999, 20161220,   29.2, 8,   20.3, 8, 1032.1, 8,  994.1, 8,   1.2, 8,   3.2, 8,   5.8, 999.9,   42.8 ,  17.2 , 0.00G,999.9, 000000,
135880,99999, 20161221,   30.6, 9,   23.7, 9, 1033.5, 9,  995.5, 9,   2.9, 9,   4.6, 8,   9.7, 999.9,   40.3 ,  23.0 , 0.00G,999.9, 000000,
135880,99999, 20161222,   31.6, 8,   21.3, 8, 1032.8, 8,  994.9, 8,   4.7, 8,   3.4, 8,   5.8, 999.9,   43.7 ,  21.4 , 0.00G,999.9, 000000,
135880,99999, 20161223,   35.4, 7,   21.3, 7, 1031.3, 7,  993.7, 7,   4.4, 7,   4.2, 6,   5.8, 999.9,   52.0 ,  26.6*, 0.00E,999.9, 000000,
135880,99999, 20161224,   28.6, 8,   20.4, 8, 1031.9, 7,  993.4, 8,   1.9, 8,   2.5, 7,   3.9, 999.9,   41.0 ,  20.5 , 0.00G,999.9, 000000,
135880,99999, 20161225,   33.3, 8,   28.0, 8, 1027.5, 8,  989.9, 8,   3.7, 8,   4.2, 7,   7.8, 999.9,   45.7 ,  21.4 , 0.00G,999.9, 000000,
135880,99999, 20161226,   42.2, 8,   36.0, 8, 1026.2, 8,  989.3, 8,   5.3, 8,   3.9, 7,   7.8, 999.9,   52.7 ,  35.8 , 0.00G,999.9, 010000,
135880,99999, 20161227,   41.8, 7,   30.5, 7, 1027.4, 7,  991.2, 7,   6.2, 7,   7.8, 7,  19.4, 999.9,   52.3 ,  34.7 , 0.00G,999.9, 000000,
135880,99999, 20161228,   36.9, 8,   22.4, 8, 1025.3, 7,  988.4, 8,   6.2, 8,  10.4, 8,  15.5, 999.9,   43.9 ,  33.1*, 0.00G,999.9, 001000,
135880,99999, 20161229,   33.3, 8,   24.7, 8, 1030.1, 8,  992.3, 8,   6.2, 8,   9.2, 8,  13.6, 999.9,   36.5 ,  31.8 , 0.00G,999.9, 000000,
135880,99999, 20161230,   31.6, 8,   19.7, 8, 1034.2, 8,  996.1, 8,   6.2, 8,   9.2, 8,  15.5, 999.9,   35.1 ,  28.8*, 0.00G,999.9, 000000,
135880,99999, 20161231,   29.3, 8,   17.9, 8, 1032.1, 8,  994.3, 8,   6.2, 8,   7.5, 8,  13.6, 999.9,   33.6 ,  24.6 , 0.00G,999.9, 000000,
135880,99999, 20170101,   25.5, 6,   17.9, 6, 1029.3, 5,  990.6, 6,   3.9, 6,   3.5, 5,   5.8, 999.9,   36.5*,  18.7 , 0.00G,999.9, 000000,
135880,99999, 20170102,   28.0, 8,   18.1, 8, 1023.3, 8,  985.3, 8,   4.2, 8,   3.2, 6,   5.8, 999.9,   42.8 ,  18.3 , 0.00G,999.9, 000000,
135880,99999, 20170103,   30.3, 8,   21.5, 8, 1021.6, 8,  983.9, 8,   2.0, 8,   3.6, 7,   5.8, 999.9,   41.0 ,  19.4 , 0.00G,999.9, 000000,
135880,99999, 20170104,   34.0, 7,   29.0, 7, 1014.9, 7,  977.8, 7,   3.6, 7,   4.2, 7,   5.8, 999.9,   42.4 ,  29.3*, 0.00G,999.9, 000000,
135880,99999, 20170105,   29.8, 7,   28.6, 7, 1008.1, 7,  970.9, 7,   1.5, 7,   3.9, 6,   5.8, 999.9,   33.8 ,  24.1 , 0.01G,999.9, 001000,
135880,99999, 20170106,   21.9, 7,   18.3, 7, 1014.7, 7,  976.5, 7,   3.7, 7,   9.4, 7,  13.6, 999.9,   30.2 ,  16.5*, 0.41G,999.9, 001000,
135880,99999, 20170107,   12.9, 8,    1.9, 8, 1024.7, 8,  985.6, 8,   6.2, 8,  11.9, 8,  17.5, 999.9,   16.5 ,   6.8*, 0.00G,  3.5, 000000,
135880,99999, 20170108,   13.1, 7,   -3.5, 7, 1024.3, 7,  985.0, 7,   6.2, 7,   7.5, 7,   9.7, 999.9,   20.5 ,   2.1*, 0.00G,999.9, 000000,
135880,99999, 20170109,   15.9, 8,    2.9, 8, 1022.1, 7,  983.1, 7,   6.2, 8,   4.4, 8,   5.8, 999.9,   22.6 ,  10.0 , 0.00G,999.9, 000000,
135880,99999, 20170110,   13.7, 8,    7.0, 8, 1019.2, 8,  980.2, 8,   3.9, 8,   7.3, 8,   9.7, 999.9,   18.7 ,  10.4 , 0.01G,999.9, 001000,
135880,99999, 20170111,   13.3, 8,    6.4, 8, 1022.5, 8,  983.3, 8,   2.5, 8,   4.1, 8,   5.8, 999.9,   18.5 ,   5.7 , 0.02G,999.9, 000000,
135880,99999, 20170112,   10.9, 8,    6.2, 7, 1025.1, 8,  985.7, 8,   1.7, 8,   2.2, 8,   3.9, 999.9,   22.1 ,   3.2 , 0.00G,  3.9, 000000,
135880,99999, 20170113,   18.2, 8,   13.8, 8, 1020.0, 7,  982.3, 7,   1.4, 8,   2.7, 8,   3.9, 999.9,   26.8 ,   9.5 , 0.00G,  3.1, 000000,
135880,99999, 20170114,   35.9, 7,   31.3, 7, 1007.0, 7,  970.4, 7,   2.9, 7,   4.2, 7,   7.8, 999.9,   44.1 ,  10.0 , 0.00G,  2.0, 010000,
135880,99999, 20170115,   33.2, 8,   24.5, 8, 1017.2, 8,  980.1, 8,   5.3, 8,   3.9, 8,   5.8, 999.9,   42.3 ,  27.0*, 0.01G,  0.8, 000000,
135880,99999, 20170116,   28.0, 8,   25.2, 8, 1016.4, 8,  978.7, 8,   2.4, 8,   2.8, 7,   3.9, 999.9,   31.6 ,  23.9 , 0.00G,  3.1, 001000,
135880,99999, 20170117,   31.7, 8,   30.1, 8, 1017.2, 8,  979.8, 8,   0.4, 8, 999.9, 0, 999.9, 999.9,   34.7 ,  29.1 , 0.27G,  5.5, 101000,
135880,99999, 20170118,   31.2, 7,   28.7, 7, 1023.9, 7,  986.2, 7,   0.6, 7,   5.8, 7,   7.8, 999.9,   33.4 ,  29.1 , 0.14G,  6.3, 001000,
135880,99999, 20170119,   30.0, 8,   27.1, 8, 1029.5, 8,  991.7, 8,   2.3, 8,   7.5, 8,   9.7, 999.9,   33.1 ,  27.9 , 0.41G,999.9, 001000,
135880,99999, 20170120,   27.3, 7,   24.0, 7, 1035.9, 7,  997.6, 7,   3.0, 7,   3.1, 5,   3.9, 999.9,   35.1 ,  22.3*, 0.00G,  8.3, 000000,
135880,99999, 20170121,   24.1, 8,   21.7, 8, 1035.3, 8,  996.6, 8,   0.7, 8,   2.2, 7,   3.9, 999.9,   30.0 ,  17.6 , 0.00G,  7.5, 100000,
135880,99999, 20170122,   25.5, 8,   21.1, 8, 1035.6, 7,  996.8, 7,   1.2, 8,   3.6, 7,   5.8, 999.9,   28.9 ,  21.9*, 0.00G,  7.5, 000000,
135880,99999, 20170123,   23.5, 6,   21.1, 6, 1030.5, 6,  991.9, 6,   0.6, 6,   3.9, 6,   5.8, 999.9,   26.4 ,  21.7 , 0.00G,999.9, 000000,
135880,99999, 20170124,   27.1, 8,   23.7, 8, 1022.6, 8,  984.7, 7,   1.2, 8,   2.9, 8,   3.9, 999.9,   33.1 ,  21.9 , 0.00G,  7.1, 001000,
135880,99999, 20170125,   27.5, 8,   20.0, 8, 1025.9, 8,  987.8, 8,   3.4, 8,   5.6, 8,   7.8, 999.9,   34.2 ,  23.0*, 0.00G,  7.1, 000000,
135880,99999, 20170126,   28.2, 7,   19.7, 6, 1032.3, 7,  994.1, 7,   2.3, 7,   2.9, 6,   3.9, 999.9,   33.3 ,  21.9 , 0.00G,  6.7, 001000,
135880,99999, 20170127,   23.3, 8,   15.4, 8, 1033.6, 8,  994.8, 8,   4.0, 8,   3.4, 8,   3.9, 999.9,   30.6 ,  18.0 , 0.00G,  6.3, 000000,
135880,99999, 20170128,   19.5, 6,   14.6, 6, 1030.3, 6,  991.3, 6,   3.5, 6,   1.9, 5,   1.9, 999.9,   32.0 ,   9.3 , 0.00G,  6.3, 000000,
135880,99999, 20170129,   21.4, 8,   15.6, 8, 1029.5, 8,  990.7, 8,   1.7, 8,   2.5, 7,   3.9, 999.9,   31.1 ,  11.5 , 0.00G,  6.3, 000000,
135880,99999, 20170130,   28.3, 7,   23.3, 7, 1028.2, 7,  990.2, 7,   1.3, 7,   3.2, 6,   5.8, 999.9,   36.7 ,  17.6 , 0.00G,  5.9, 100000,
135880,99999, 20170131,   33.7, 8,   29.6, 8, 1029.2, 8,  991.6, 8,   2.6, 8,   3.6, 6,   5.8, 999.9,   37.8 ,  30.9 , 0.00G,999.9, 000000,
135880,99999, 20170201,   33.8, 8,   29.8, 8, 1030.0, 8,  992.3, 8,   3.4, 8,   3.4, 8,   5.8, 999.9,   41.5 ,  30.7 , 0.00G,999.9, 000000,
135880,99999, 20170202,   30.4, 8,   27.9, 8, 1030.7, 7,  992.7, 7,   1.4, 8,   2.8, 7,   5.8, 999.9,   34.3*,  24.8 , 0.00G,999.9, 100000,
135880,99999, 20170203,   33.6, 8,   30.4, 8, 1024.5, 8,  987.2, 8,   0.4, 8,   2.4, 8,   3.9, 999.9,   40.5 ,  29.5 , 0.00G,  4.3, 100000,
135880,99999, 20170204,   32.9, 8,   31.4, 8, 1018.4, 8,  980.9, 8,   0.1, 8,   2.8, 7,   3.9, 999.9,   39.7 ,  27.3 , 0.00G,  3.5, 110000,
135880,99999, 20170205,   37.8, 8,   35.4, 8, 1013.1, 8,  976.3, 8,   0.7, 8,   2.7, 5,   3.9, 999.9,   47.8*,  33.1 , 0.16G,  3.1, 100000,
135880,99999, 20170206,   43.3, 8,   39.0, 8, 1009.4, 8,  973.2, 8,   2.0, 8,   3.9, 6,   9.7, 999.9,   57.4 ,  34.7 , 0.00G,  1.6, 010000,
135880,99999, 20170207,   42.8, 8,   38.5, 8, 1011.1, 8,  974.8, 8,   4.4, 8,   5.3, 8,   9.7, 999.9,   52.9 ,  36.7 , 0.19G,999.9, 100000,
135880,99999, 20170208,   42.5, 8,   32.7, 8, 1018.6, 8,  981.9, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   48.2 ,  38.3 , 0.00G,999.9, 000000,
135880,99999, 20170209,   40.9, 8,   33.3, 8, 1024.4, 8,  987.5, 8,   5.3, 8,   2.3, 5,   3.9, 999.9,   45.5 ,  36.7 , 0.00G,999.9, 000000,
135880,99999, 20170210,   42.2, 6,   34.3, 6, 1025.4, 6,  988.6, 6,   4.3, 6,   6.8, 6,   7.8, 999.9,   44.6 ,  40.3*, 0.00E,999.9, 000000,
135880,99999, 20170211,   41.2, 9,   30.7, 9, 1026.8, 9,  989.8, 9,   6.2, 9,   4.7, 9,   5.8, 999.9,   46.2 ,  37.4 , 0.00G,999.9, 000000,
135880,99999, 20170212,   38.8, 8,   29.9, 8, 1031.6, 6,  993.7, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   42.3 ,  35.6 , 0.00G,999.9, 000000,
135880,99999, 20170213,   38.3, 7,   28.1, 7, 1032.2, 7,  994.7, 7,   5.1, 7,   3.6, 7,   3.9, 999.9,   42.8 ,  34.5*, 0.00G,999.9, 000000,
135880,99999, 20170214,   35.3, 8,   21.9, 8, 1034.7, 8,  996.8, 8,   5.7, 8,   4.4, 8,   7.8, 999.9,   46.9 ,  25.9 , 0.00G,999.9, 000000,
135880,99999, 20170215,   38.9, 8,   23.7, 8, 1034.2, 8,  996.7, 8,   5.3, 8,   4.6, 8,   7.8, 999.9,   57.2 ,  25.7 , 0.00G,999.9, 000000,
135880,99999, 20170216,   40.9, 8,   25.7, 8, 1033.7, 8,  996.3, 8,   4.8, 8,   3.6, 8,   5.8, 999.9,   56.8 ,  28.8 , 0.00G,999.9, 000000,
135880,99999, 20170217,   39.3, 8,   31.0, 8, 1026.9, 8,  989.8, 8,   4.8, 8,   3.9, 8,   7.8, 999.9,   52.2 ,  29.5 , 0.00G,999.9, 000000,
135880,99999, 20170218,   42.3, 8,   33.0, 8, 1022.0, 8,  985.3, 8,   4.3, 8,   3.2, 6,   5.8, 999.9,   55.0 ,  30.2 , 0.00G,999.9, 000000,
135880,99999, 20170219,   39.1, 8,   35.0, 8, 1022.5, 8,  985.5, 8,   4.3, 8,   5.8, 8,   9.7, 999.9,   41.0 ,  36.7*, 0.02F,999.9, 010000,
135880,99999, 20170220,   39.2, 8,   29.9, 8, 1023.1, 8,  986.1, 8,   5.5, 8,   4.9, 8,   7.8, 999.9,   50.4 ,  31.5 , 0.04G,999.9, 100000,
135880,99999, 20170221,   39.1, 8,   27.7, 8, 1019.7, 8,  982.7, 8,   4.8, 8,   5.2, 6,   7.8, 999.9,   53.6 ,  26.6 , 0.00G,999.9, 000000,
135880,99999, 20170222,   49.5, 8,   32.6, 8, 1017.8, 8,  981.7, 8,   4.8, 8,   3.2, 8,   3.9, 999.9,   63.7 ,  38.1 , 0.00G,999.9, 000000,
135880,99999, 20170223,   50.0, 8,   32.6, 8, 1015.3, 7,  979.3, 7,   5.7, 8,   4.1, 8,   5.8, 999.9,   67.5 ,  34.9 , 0.00G,999.9, 000000,
135880,99999, 20170224,   47.6, 8,   34.5, 8, 1014.0, 8,  977.9, 8,   4.8, 8,   3.3, 7,   3.9, 999.9,   60.1 ,  34.0 , 0.00G,999.9, 000000,
135880,99999, 20170225,   44.6, 8,   37.3, 8, 1019.8, 8,  983.3, 8,   6.2, 8,   5.6, 8,   9.7, 999.9,   50.7 ,  41.0*, 0.00G,999.9, 010000,
135880,99999, 20170226,   46.2, 8,   36.7, 8, 1023.8, 8,  987.3, 8,   4.3, 8,   3.9, 8,   5.8, 999.9,   57.6 ,  36.7 , 0.04G,999.9, 000000,
135880,99999, 20170227,   51.6, 8,   41.2, 8, 1018.9, 8,  982.9, 8,   4.8, 8,   3.2, 8,   5.8, 999.9,   66.0 ,  42.6 , 0.00G,999.9, 000000,
135880,99999, 20170228,   54.1, 8,   40.3, 8, 1014.3, 8,  978.6, 8,   5.3, 8,   3.9, 7,   7.8, 999.9,   68.2 ,  39.9 , 0.00G,999.9, 000000,
135880,99999, 20170301,   49.3, 8,   39.8, 8, 1008.9, 8,  973.0, 8,   6.2, 8,   5.5, 7,  17.5, 999.9,   60.8 ,  40.8 , 0.00G,999.9, 010000,
135880,99999, 20170302,   50.3, 8,   25.4, 8, 1015.7, 8,  979.8, 8,   7.8, 8,   6.6, 8,   9.7, 999.9,   63.9 ,  40.1 , 0.03G,999.9, 000000,
